"Collection Name","Title#1","Creator#1","CreatorLink#1","Creator#2","Date#1","Format#1","FormatLink#1","Format#2","FormatLink#2","Format#3","FormatLink#3","Description#1","Subject#1","SubjectLink#1","Subject#2","SubjectLink#2","Publisher#1","PublisherLink#1","Publisher#2","Contributor#1","ContributorLink#1","Type#1","Identifier#1","Identifier ARK#1","Source#1","SourceLink#1","Language#1","LanguageLink#1","Language#2","LanguageLink#2","RelationLink#1","Coverage#1","CoverageLink#1","Coverage#2","CoverageLink#2","Rights#1","RightsLink#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"James F. Willard Collection","Interior of the Colonial Arcade","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","","","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_167_d.jpg","https://ark.colorado.edu/ark:/47540/rp623r981090","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","Cleveland (Ohio)","http://id.loc.gov/authorities/names/n79086863","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1233","4882","narv_willardJF_postCardAlbum_01_167_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1233~157775"
"James F. Willard Collection","Public square, showing Post Office, Chamber of Commerce and Society for Saving buildings","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","","","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_168_d.jpg","https://ark.colorado.edu/ark:/47540/j4166w33s39p","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","Cleveland (Ohio)","http://id.loc.gov/authorities/names/n79086863","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1234","4882","narv_willardJF_postCardAlbum_01_168_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1234~157774"
"James F. Willard Collection","General view of Niagara Falls","Slater, R. P., photographer","","Unidentified photographer","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Niagara Falls (N.Y. and Ont.)","http://id.loc.gov/authorities/subjects/sh85091701","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_169_d.jpg","https://ark.colorado.edu/ark:/47540/8x4n0h64q99s","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","Ontario","http://id.loc.gov/authorities/names/n79034979","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1235","4882","narv_willardJF_postCardAlbum_01_169_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1235~157773"
"James F. Willard Collection","Niagara Falls in winter, showing ice mountain","Slater, R. P., photographer","","Unidentified photographer","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Niagara Falls (N.Y. and Ont.)","http://id.loc.gov/authorities/subjects/sh85091701","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_170_d.jpg","https://ark.colorado.edu/ark:/47540/3p8k5528v9w4","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","Ontario","http://id.loc.gov/authorities/names/n79034979","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1236","4882","narv_willardJF_postCardAlbum_01_170_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1236~157772"
"James F. Willard Collection","Whirlpool Rapids, Niagara","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Niagara Falls (N.Y. and Ont.)","http://id.loc.gov/authorities/subjects/sh85091701","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_171_d.jpg","https://ark.colorado.edu/ark:/47540/mx3k6m94j322","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New York (State)","http://id.loc.gov/authorities/names/n80126293","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1237","4882","narv_willardJF_postCardAlbum_01_171_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1237~157771"
"James F. Willard Collection","Niagara Falls from the Canadian shore","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Niagara Falls (N.Y. and Ont.)","http://id.loc.gov/authorities/subjects/sh85091701","","","Detroit Photographic Co.","http://id.loc.gov/authorities/names/n88079917","","","","image/jpeg","narv_willardJF_postCardAlbum_01_172_d.jpg","https://ark.colorado.edu/ark:/47540/hm4h3k76c2hg","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","Ontario","http://id.loc.gov/authorities/names/n79034979","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1238","4882","narv_willardJF_postCardAlbum_01_172_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1238~157770"
"James F. Willard Collection","Below horse shoe","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Niagara Falls (N.Y. and Ont.)","http://id.loc.gov/authorities/subjects/sh85091701","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_173_d.jpg","https://ark.colorado.edu/ark:/47540/mk725m4670zn","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New York (State)","http://id.loc.gov/authorities/names/n80126293","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1239","4882","narv_willardJF_postCardAlbum_01_173_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1239~157769"
"James F. Willard Collection","American Fall from below Niagara Falls","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Niagara Falls (N.Y. and Ont.)","http://id.loc.gov/authorities/subjects/sh85091701","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_174_d.jpg","https://ark.colorado.edu/ark:/47540/qh763n30q6pc","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New York (State)","http://id.loc.gov/authorities/names/n80126293","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1240","4882","narv_willardJF_postCardAlbum_01_174_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1240~157768"
"James F. Willard Collection","American Falls, Niagara Falls, N. Y.","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Niagara Falls (N.Y. and Ont.)","http://id.loc.gov/authorities/subjects/sh85091701","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_175_d.jpg","https://ark.colorado.edu/ark:/47540/xt317v58t6g4","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New York (State)","http://id.loc.gov/authorities/names/n80126293","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1241","4882","narv_willardJF_postCardAlbum_01_175_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1241~157767"
"James F. Willard Collection","The Great Gorge","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Niagara Falls (N.Y. and Ont.)","http://id.loc.gov/authorities/subjects/sh85091701","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_176_d.jpg","https://ark.colorado.edu/ark:/47540/gz2c9206m4w3","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New York (State)","http://id.loc.gov/authorities/names/n80126293","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1242","4882","narv_willardJF_postCardAlbum_01_176_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1242~157766"
"James F. Willard Collection","Three Sister Islands","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Niagara Falls (N.Y. and Ont.)","http://id.loc.gov/authorities/subjects/sh85091701","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_177_d.jpg","https://ark.colorado.edu/ark:/47540/44039b85818q","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New York (State)","http://id.loc.gov/authorities/names/n80126293","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1243","4882","narv_willardJF_postCardAlbum_01_177_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1243~157765"
"James F. Willard Collection","Niagara Falls","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Niagara Falls (N.Y. and Ont.)","http://id.loc.gov/authorities/subjects/sh85091701","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_178_d.jpg","https://ark.colorado.edu/ark:/47540/980s1h65t65b","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New York (State)","http://id.loc.gov/authorities/names/n80126293","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1244","4882","narv_willardJF_postCardAlbum_01_178_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1244~157764"
"James F. Willard Collection","Sky line of Pittsburg, Pa.","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","","","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_179_d.jpg","https://ark.colorado.edu/ark:/47540/6v4s9n8606zp","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","Pittsburgh (Pa.)","http://id.loc.gov/authorities/names/n79054720","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1245","4882","narv_willardJF_postCardAlbum_01_179_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1245~157763"
"James F. Willard Collection","Park River, Hartford","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","","","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_180_d.jpg","https://ark.colorado.edu/ark:/47540/m8869c79h8tg","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","Hartford (Conn.)","http://id.loc.gov/authorities/names/n80006269","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1246","4882","narv_willardJF_postCardAlbum_01_180_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1246~157762"
"James F. Willard Collection","Trinity College, Hartford, Conn.","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Trinity College (Hartford, Conn.)","http://id.loc.gov/authorities/names/n50049191","","","Souvenir Post Card Co., New York","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_181_d.jpg","https://ark.colorado.edu/ark:/47540/511w7v10q30d","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","Hartford (Conn.)","http://id.loc.gov/authorities/names/n80006269","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1247","4882","narv_willardJF_postCardAlbum_01_181_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1247~157761"
"James F. Willard Collection","Memorial Arch, Hartford, Conn.","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","","","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_182_d.jpg","https://ark.colorado.edu/ark:/47540/xb231h7055xh","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","Hartford (Conn.)","http://id.loc.gov/authorities/names/n80006269","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1248","4882","narv_willardJF_postCardAlbum_01_182_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1248~157760"
"James F. Willard Collection","Capitol, Hartford, Conn.","Unidentified photographer","","","1906","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","","","","","Souvenir Post Card Co., New York","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_183_d.jpg","https://ark.colorado.edu/ark:/47540/vd5f529567wf","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","Hartford (Conn.)","http://id.loc.gov/authorities/names/n80006269","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1249","4882","narv_willardJF_postCardAlbum_01_183_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1249~157759"
"James F. Willard Collection","Vanderbilt Hall, Yale","Unidentified photographer","","","1906","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Yale University","http://id.loc.gov/authorities/names/n79043367","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_184_d.jpg","https://ark.colorado.edu/ark:/47540/jj829f8468bt","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New Haven (Conn.)","http://id.loc.gov/authorities/names/n79100828","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1250","4882","narv_willardJF_postCardAlbum_01_184_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1250~157758"
"James F. Willard Collection","Woolsey Hall, Auditorium, Dining Hall, Yale","Unidentified photographer","","","1906","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Yale University","http://id.loc.gov/authorities/names/n79043367","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_185_d.jpg","https://ark.colorado.edu/ark:/47540/zn056p90s00w","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New Haven (Conn.)","http://id.loc.gov/authorities/names/n79100828","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1251","4882","narv_willardJF_postCardAlbum_01_185_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1251~157757"
"James F. Willard Collection","Woodbridge Hall","Unidentified photographer","","","1906","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Yale University","http://id.loc.gov/authorities/names/n79043367","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_186_d.jpg","https://ark.colorado.edu/ark:/47540/zh723484g08p","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New Haven (Conn.)","http://id.loc.gov/authorities/names/n79100828","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1252","4882","narv_willardJF_postCardAlbum_01_186_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1252~157756"
"James F. Willard Collection","Welch Hall, Phelps Hall, Lawrence Hall","Unidentified photographer","","","1906","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Yale University","http://id.loc.gov/authorities/names/n79043367","","","Albertype Co.","http://id.loc.gov/authorities/names/n85826330","","","","image/jpeg","narv_willardJF_postCardAlbum_01_187_d.jpg","https://ark.colorado.edu/ark:/47540/tq100n18454x","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New Haven (Conn.)","http://id.loc.gov/authorities/names/n79100828","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1253","4882","narv_willardJF_postCardAlbum_01_187_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1253~157755"
"James F. Willard Collection","College St., north from Chapel St.","Unidentified photographer","","","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","","","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_188_d.jpg","https://ark.colorado.edu/ark:/47540/5r8z7k1635dg","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New Haven (Conn.)","http://id.loc.gov/authorities/names/n79100828","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1254","4882","narv_willardJF_postCardAlbum_01_188_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1254~157754"
"James F. Willard Collection","Temple Street and the Green, City Hall and Superior Court","Unidentified photographer","","","1906","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","","","","","","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_189_d.jpg","https://ark.colorado.edu/ark:/47540/j96j0w00q6mw","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New Haven (Conn.)","http://id.loc.gov/authorities/names/n79100828","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1255","4882","narv_willardJF_postCardAlbum_01_189_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1255~157753"
"James F. Willard Collection","Gymnasium, Yale University","Unidentified photographer","","","1906","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Yale University","http://id.loc.gov/authorities/names/n79043367","","","Rotograph Co.","","","","","image/jpeg","narv_willardJF_postCardAlbum_01_190_d.jpg","https://ark.colorado.edu/ark:/47540/0g829445m6bg","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New Haven (Conn.)","http://id.loc.gov/authorities/names/n79100828","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1256","4882","narv_willardJF_postCardAlbum_01_190_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1256~157752"
"James F. Willard Collection","Otis Railway, Hudson Valley","Bickelman, C.O., Tann., Brooklyn, New York, photographer","","Unidentified photographer","","picture postcards","http://vocab.getty.edu/aat/300026819","","","","","","Hudson River Valley (N.Y. and N.J.)","http://id.loc.gov/authorities/subjects/sh95009670","","","H. A. Rost Printing & Publishing Co. (New York, N.Y.)","http://id.loc.gov/authorities/names/no2010207307","","","","image/jpeg","narv_willardJF_postCardAlbum_01_191_d.jpg","https://ark.colorado.edu/ark:/47540/g56c755359xw","Contained in: Post card album, COU:1730:04","View post card album: https://cudl.colorado.edu/luna/servlet/s/a9m7bm","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","Catalog record for post card album: https://archives.colorado.edu/repositories/2/archival_objects/101681","New York (State)","http://id.loc.gov/authorities/names/n80126293","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1257","4882","narv_willardJF_postCardAlbum_01_191_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1257~157751"
